cmdb数据库SN,交付清单SN,猎豹SN,BMC界面SN,飞书云文档SN,主机名,别名,带外地址,带内地址,是否一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0059,GOH4X8312A0059,GOH4X8312A0059,GOH4X8312A0059,MDC-DH1E-N27-POD1-GPU-254,hgx254,10.240.8.254,10.240.1.124,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0040,GOH4X8312A0040,GOH4X8312A0040,GOH4X8312A0040,MDC-DH1E-N28-POD1-GPU-255,hgx255,10.240.8.255,10.240.1.125,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0104,GOH4X8312A0104,GOH4X8312A0104,GOH4X8312A0104,MDC-DH1E-N29-POD1-GPU-256,hgx256,10.240.9.1,10.240.1.126,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0080,GOH4X8312A0080,GOH4X8312A0080,GOH4X8312A0080,MDC-DH1W-A07-POD2-GPU-001,hgx257,10.240.9.2,10.240.2.1,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0131,GOI4X8312A0131,GOI4X8312A0131,GOI4X8312A0131,MDC-DH1W-A08-POD2-GPU-002,hgx258,10.240.9.3,10.240.2.2,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0030,GOH4X8312A0030,GOH4X8312A0030,GOH4X8312A0030,MDC-DH1W-A09-POD2-GPU-003,hgx259,10.240.9.4,10.240.2.3,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0111,GOI4X8312A0111,GOI4X8312A0111,GOI4X8312A0111,MDC-DH1W-A10-POD2-GPU-004,hgx260,10.240.9.5,10.240.2.4,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0117,GOI4X8312A0117,GOI4X8312A0117,GOI4X8312A0117,MDC-DH1W-A11-POD2-GPU-005,hgx261,10.240.9.6,10.240.2.5,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0175,GOH4X8312A0175,GOH4X8312A0175,GOH4X8312A0175,MDC-DH1W-A12-POD2-GPU-006,hgx262,10.240.9.7,10.240.2.6,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0084,GOI4X8312A0084,GOI4X8312A0084,GOI4X8312A0084,MDC-DH1W-A13-POD2-GPU-007,hgx263,10.240.9.8,10.240.2.7,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0089,GOI4X8312A0089,GOI4X8312A0089,GOI4X8312A0089,MDC-DH1W-A14-POD2-GPU-008,hgx264,10.240.9.9,10.240.2.8,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0136,GOH4X8312A0136,GOH4X8312A0136,GOH4X8312A0136,MDC-DH1W-A15-POD2-GPU-009,hgx265,10.240.9.10,10.240.2.9,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0015,GOI4X8312A0015,GOI4X8312A0015,GOI4X8312A0015,MDC-DH1W-A16-POD2-GPU-010,hgx266,10.240.9.11,10.240.2.10,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0077,GOI4X8312A0077,GOI4X8312A0077,GOI4X8312A0077,MDC-DH1W-A17-POD2-GPU-011,hgx267,10.240.9.12,10.240.2.11,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0013,GOI4X8312A0013,GOI4X8312A0013,GOI4X8312A0013,MDC-DH1W-A18-POD2-GPU-012,hgx268,10.240.9.13,10.240.2.12,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0076,GOI4X8312A0076,GOI4X8312A0076,GOI4X8312A0076,MDC-DH1W-A19-POD2-GPU-013,hgx269,10.240.9.14,10.240.2.13,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0050,GOI4X8312A0050,GOI4X8312A0050,GOI4X8312A0050,MDC-DH1W-A20-POD2-GPU-014,hgx270,10.240.9.15,10.240.2.14,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0012,GOI4X8312A0012,GOI4X8312A0012,GOI4X8312A0012,MDC-DH1W-A21-POD2-GPU-015,hgx271,10.240.9.16,10.240.2.15,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0029,GOI4X8312A0029,GOI4X8312A0029,GOI4X8312A0029,MDC-DH1W-A22-POD2-GPU-016,hgx272,10.240.9.17,10.240.2.16,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0127,GOI4X8312A0127,GOI4X8312A0127,GOI4X8312A0127,MDC-DH1W-A23-POD2-GPU-017,hgx273,10.240.9.18,10.240.2.17,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0108,GOH4X8312A0108,GOH4X8312A0108,GOH4X8312A0108,MDC-DH1W-A24-POD2-GPU-018,hgx274,10.240.9.19,10.240.2.18,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0042,GOI4X8312A0042,GOI4X8312A0042,GOI4X8312A0042,MDC-DH1W-A25-POD2-GPU-019,hgx275,10.240.9.20,10.240.2.19,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0060,GOI4X8312A0060,GOI4X8312A0060,GOI4X8312A0060,MDC-DH1W-A26-POD2-GPU-020,hgx276,10.240.9.21,10.240.2.20,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0100,GOI4X8312A0100,GOI4X8312A0100,GOI4X8312A0100,MDC-DH1W-A27-POD2-GPU-021,hgx277,10.240.9.22,10.240.2.21,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0105,GOH4X8312A0105,GOH4X8312A0105,GOH4X8312A0105,MDC-DH1W-A28-POD2-GPU-022,hgx278,10.240.9.23,10.240.2.22,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0103,GOI4X8312A0103,GOI4X8312A0103,GOI4X8312A0103,MDC-DH1W-A29-POD2-GPU-023,hgx279,10.240.9.24,10.240.2.23,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0025,GOI4X8312A0025,GOI4X8312A0025,GOI4X8312A0025,MDC-DH1W-B07-POD2-GPU-024,hgx280,10.240.9.25,10.240.2.24,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0124,GOI4X8312A0124,GOI4X8312A0124,GOI4X8312A0124,MDC-DH1W-B08-POD2-GPU-025,hgx281,10.240.9.26,10.240.2.25,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0048,GOI4X8312A0048,GOI4X8312A0048,GOI4X8312A0048,MDC-DH1W-B09-POD2-GPU-026,hgx282,10.240.9.27,10.240.2.26,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0153,GOH4X8312A0153,GOH4X8312A0153,GOH4X8312A0153,MDC-DH1W-B10-POD2-GPU-027,hgx283,10.240.9.28,10.240.2.27,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0128,GOH4X8312A0128,GOH4X8312A0128,GOH4X8312A0128,MDC-DH1W-B11-POD2-GPU-028,hgx284,10.240.9.29,10.240.2.28,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0150,GOI4X8312A0150,GOI4X8312A0150,GOI4X8312A0150,MDC-DH1W-B12-POD2-GPU-029,hgx285,10.240.9.30,10.240.2.29,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0011,GOI4X8312A0011,GOI4X8312A0011,GOI4X8312A0011,MDC-DH1W-B13-POD2-GPU-030,hgx286,10.240.9.31,10.240.2.30,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0009,GOI4X8312A0009,GOI4X8312A0009,GOI4X8312A0009,MDC-DH1W-B14-POD2-GPU-031,hgx287,10.240.9.32,10.240.2.31,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0003,GOI4X8312A0003,GOI4X8312A0003,GOI4X8312A0003,MDC-DH1W-B15-POD2-GPU-032,hgx288,10.240.9.33,10.240.2.32,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0130,GOI4X8312A0130,GOI4X8312A0130,GOI4X8312A0130,MDC-DH1W-B16-POD2-GPU-033,hgx289,10.240.9.34,10.240.2.33,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0198,GOH4X8312A0198,GOH4X8312A0198,GOH4X8312A0198,MDC-DH1W-B17-POD2-GPU-034,hgx290,10.240.9.35,10.240.2.34,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0158,GOH4X8312A0158,GOH4X8312A0158,GOH4X8312A0158,MDC-DH1W-B18-POD2-GPU-035,hgx291,10.240.9.36,10.240.2.35,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0149,GOI4X8312A0149,GOI4X8312A0149,GOI4X8312A0149,MDC-DH1W-B19-POD2-GPU-036,hgx292,10.240.9.37,10.240.2.36,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0192,GOH4X8312A0192,GOH4X8312A0192,GOH4X8312A0192,MDC-DH1W-B20-POD2-GPU-037,hgx293,10.240.9.38,10.240.2.37,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0021,GOI4X8312A0021,GOI4X8312A0021,GOI4X8312A0021,MDC-DH1W-B21-POD2-GPU-038,hgx294,10.240.9.39,10.240.2.38,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0114,GOH4X8312A0114,GOH4X8312A0114,GOH4X8312A0114,MDC-DH1W-B22-POD2-GPU-039,hgx295,10.240.9.40,10.240.2.39,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0183,GOH4X8312A0183,GOH4X8312A0183,GOH4X8312A0183,MDC-DH1W-B23-POD2-GPU-040,hgx296,10.240.9.41,10.240.2.40,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0019,GOH4X8312A0019,GOH4X8312A0019,GOH4X8312A0019,MDC-DH1W-B24-POD2-GPU-041,hgx297,10.240.9.42,10.240.2.41,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0189,GOH4X8312A0189,GOH4X8312A0189,GOH4X8312A0189,MDC-DH1W-B25-POD2-GPU-042,hgx298,10.240.9.43,10.240.2.42,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0133,GOI4X8312A0133,GOI4X8312A0133,GOI4X8312A0133,MDC-DH1W-B26-POD2-GPU-043,hgx299,10.240.9.44,10.240.2.43,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0087,GOI4X8312A0087,GOI4X8312A0087,GOI4X8312A0087,MDC-DH1W-B27-POD2-GPU-044,hgx300,10.240.9.45,10.240.2.44,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0041,GOH4X8312A0041,GOH4X8312A0041,GOH4X8312A0041,MDC-DH1W-B28-POD2-GPU-045,hgx301,10.240.9.46,10.240.2.45,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0008,GOI4X8312A0008,GOI4X8312A0008,GOI4X8312A0008,MDC-DH1W-B29-POD2-GPU-046,hgx302,10.240.9.47,10.240.2.46,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0107,GOG4X8312A0107,GOG4X8312A0107,GOG4X8312A0107,MDC-DH1W-C07-POD2-GPU-047,hgx303,10.240.9.48,10.240.2.47,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0097,GOI4X8312A0097,GOI4X8312A0097,GOI4X8312A0097,MDC-DH1W-C08-POD2-GPU-048,hgx304,10.240.9.49,10.240.2.48,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0058,GOI4X8312A0058,GOI4X8312A0058,GOI4X8312A0058,MDC-DH1W-C09-POD2-GPU-049,hgx305,10.240.9.50,10.240.2.49,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0094,GOI4X8312A0094,GOI4X8312A0094,GOI4X8312A0094,MDC-DH1W-C10-POD2-GPU-050,hgx306,10.240.9.51,10.240.2.50,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0037,GOH4X8312A0037,GOH4X8312A0037,GOH4X8312A0037,MDC-DH1W-C11-POD2-GPU-051,hgx307,10.240.9.52,10.240.2.51,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0063,GOI4X8312A0063,GOI4X8312A0063,GOI4X8312A0063,MDC-DH1W-C12-POD2-GPU-052,hgx308,10.240.9.53,10.240.2.52,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0121,GOI4X8312A0121,GOI4X8312A0121,GOI4X8312A0121,MDC-DH1W-C13-POD2-GPU-053,hgx309,10.240.9.54,10.240.2.53,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0010,GOI4X8312A0010,GOI4X8312A0010,GOI4X8312A0010,MDC-DH1W-C14-POD2-GPU-054,hgx310,10.240.9.55,10.240.2.54,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0099,GOI4X8312A0099,GOI4X8312A0099,GOI4X8312A0099,MDC-DH1W-C15-POD2-GPU-055,hgx311,10.240.9.56,10.240.2.55,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0002,GOI4X8312A0002,GOI4X8312A0002,GOI4X8312A0002,MDC-DH1W-C16-POD2-GPU-056,hgx312,10.240.9.57,10.240.2.56,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0047,GOI4X8312A0047,GOI4X8312A0047,GOI4X8312A0047,MDC-DH1W-C17-POD2-GPU-057,hgx313,10.240.9.58,10.240.2.57,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0007,GOI4X8312A0007,GOI4X8312A0007,GOI4X8312A0007,MDC-DH1W-C18-POD2-GPU-058,hgx314,10.240.9.59,10.240.2.58,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0101,GOI4X8312A0101,GOI4X8312A0101,GOI4X8312A0101,MDC-DH1W-C19-POD2-GPU-059,hgx315,10.240.9.60,10.240.2.59,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0088,GOI4X8312A0088,GOI4X8312A0088,GOI4X8312A0088,MDC-DH1W-C20-POD2-GPU-060,hgx316,10.240.9.61,10.240.2.60,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0116,GOI4X8312A0116,GOI4X8312A0116,GOI4X8312A0116,MDC-DH1W-C21-POD2-GPU-061,hgx317,10.240.9.62,10.240.2.61,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0137,GOI4X8312A0137,GOI4X8312A0137,GOI4X8312A0137,MDC-DH1W-C22-POD2-GPU-062,hgx318,10.240.9.63,10.240.2.62,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0106,GOI4X8312A0106,GOI4X8312A0106,GOI4X8312A0106,MDC-DH1W-C23-POD2-GPU-063,hgx319,10.240.9.64,10.240.2.63,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0126,GOI4X8312A0126,GOI4X8312A0126,GOI4X8312A0126,MDC-DH1W-D07-POD2-GPU-064,hgx320,10.240.9.65,10.240.2.64,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0026,GOI4X8312A0026,GOI4X8312A0026,GOI4X8312A0026,MDC-DH1W-D08-POD2-GPU-065,hgx321,10.240.9.66,10.240.2.65,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0036,GOI4X8312A0036,GOI4X8312A0036,GOI4X8312A0036,MDC-DH1W-D09-POD2-GPU-066,hgx322,10.240.9.67,10.240.2.66,一致,,,,,,,,,,,,,,,,,
,GOG4X8512A0049,GOG4X8512A0049,GOG4X8512A0049,GOG4X8512A0049,MDC-DH1W-D10-POD2-GPU-067,hgx323,10.240.9.68,10.240.2.67,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0001,GOI4X8312A0001,GOI4X8312A0001,GOI4X8312A0001,MDC-DH1W-D11-POD2-GPU-068,hgx324,10.240.9.69,10.240.2.68,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0148,GOI4X8312A0148,GOI4X8312A0148,GOI4X8312A0148,MDC-DH1W-D12-POD2-GPU-069,hgx325,10.240.9.70,10.240.2.69,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0033,GOI4X8312A0033,GOI4X8312A0033,GOI4X8312A0033,MDC-DH1W-D13-POD2-GPU-070,hgx326,10.240.9.71,10.240.2.70,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0166,GOG4X8312A0166,GOG4X8312A0166,GOG4X8312A0166,MDC-DH1W-N01-POD2-GPU-071,hgx327,10.240.9.72,10.240.2.71,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0115,GOG4X8312A0115,GOG4X8312A0115,GOG4X8312A0115,MDC-DH1W-N02-POD2-GPU-072,hgx328,10.240.9.73,10.240.2.72,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0110,GOH4X8312A0110,GOH4X8312A0110,GOH4X8312A0110,MDC-DH1W-N03-POD2-GPU-073,hgx329,10.240.9.74,10.240.2.73,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0169,GOG4X8312A0169,GOG4X8312A0169,GOG4X8312A0169,MDC-DH1W-N04-POD2-GPU-074,hgx330,10.240.9.75,10.240.2.74,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0053,GOI4X8312A0053,GOI4X8312A0053,GOI4X8312A0053,MDC-DH1W-D18-POD2-GPU-075,hgx331,10.240.9.76,10.240.2.75,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0104,GOI4X8312A0104,GOI4X8312A0104,GOI4X8312A0104,MDC-DH1W-D19-POD2-GPU-076,hgx332,10.240.9.77,10.240.2.76,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0132,GOI4X8312A0132,GOI4X8312A0132,GOI4X8312A0132,MDC-DH1W-D20-POD2-GPU-077,hgx333,10.240.9.78,10.240.2.77,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0102,GOI4X8312A0102,GOI4X8312A0102,GOI4X8312A0102,MDC-DH1W-D21-POD2-GPU-078,hgx334,10.240.9.79,10.240.2.78,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0194,GOH4X8312A0194,GOH4X8312A0194,GOH4X8312A0194,MDC-DH1W-D22-POD2-GPU-079,hgx335,10.240.9.80,10.240.2.79,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0148,GOH4X8312A0148,GOH4X8312A0148,GOH4X8312A0148,MDC-DH1W-D23-POD2-GPU-080,hgx336,10.240.9.81,10.240.2.80,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0039,GOI4X8312A0039,GOI4X8312A0039,GOI4X8312A0039,MDC-DH1W-D24-POD2-GPU-081,hgx337,10.240.9.82,10.240.2.81,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0060,GOH4X8312A0060,GOH4X8312A0060,GOH4X8312A0060,MDC-DH1W-D25-POD2-GPU-082,hgx338,10.240.9.83,10.240.2.82,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0169,GOH4X8312A0169,GOH4X8312A0169,GOH4X8312A0169,MDC-DH1W-D26-POD2-GPU-083,hgx339,10.240.9.84,10.240.2.83,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0064,GOI4X8312A0064,GOI4X8312A0064,GOI4X8312A0064,MDC-DH1W-D27-POD2-GPU-084,hgx340,10.240.9.85,10.240.2.84,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0191,GOH4X8312A0191,GOH4X8312A0191,GOH4X8312A0191,MDC-DH1W-D28-POD2-GPU-085,hgx341,10.240.9.86,10.240.2.85,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0058,GOH4X8312A0058,GOH4X8312A0058,GOH4X8312A0058,MDC-DH1W-D29-POD2-GPU-086,hgx342,10.240.9.87,10.240.2.86,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0179,GOH4X8312A0179,GOH4X8312A0179,GOH4X8312A0179,MDC-DH1W-E07-POD2-GPU-087,hgx343,10.240.9.88,10.240.2.87,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0200,GOG4X8312A0200,GOG4X8312A0200,GOG4X8312A0200,MDC-DH1W-E08-POD2-GPU-088,hgx344,10.240.9.89,10.240.2.88,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0142,GOH4X8312A0142,GOH4X8312A0142,GOH4X8312A0142,MDC-DH1W-E09-POD2-GPU-089,hgx345,10.240.9.90,10.240.2.89,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0078,GOI4X8312A0078,GOI4X8312A0078,GOI4X8312A0078,MDC-DH1W-E10-POD2-GPU-090,hgx346,10.240.9.91,10.240.2.90,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0136,GOI4X8312A0136,GOI4X8312A0136,GOI4X8312A0136,MDC-DH1W-E11-POD2-GPU-091,hgx347,10.240.9.92,10.240.2.91,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0080,GOI4X8312A0080,GOI4X8312A0080,GOI4X8312A0080,MDC-DH1W-E12-POD2-GPU-092,hgx348,10.240.9.93,10.240.2.92,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0012,GOH4X8312A0012,GOH4X8312A0012,GOH4X8312A0012,MDC-DH1W-E13-POD2-GPU-093,hgx349,10.240.9.94,10.240.2.93,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0176,GOH4X8312A0176,GOH4X8312A0176,GOH4X8312A0176,MDC-DH1W-E14-POD2-GPU-094,hgx350,10.240.9.95,10.240.2.94,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0041,GOI4X8312A0041,GOI4X8312A0041,GOI4X8312A0041,MDC-DH1W-E15-POD2-GPU-095,hgx351,10.240.9.96,10.240.2.95,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0114,GOI4X8312A0114,GOI4X8312A0114,GOI4X8312A0114,MDC-DH1W-E16-POD2-GPU-096,hgx352,10.240.9.97,10.240.2.96,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0061,GOI4X8312A0061,GOI4X8312A0061,GOI4X8312A0061,MDC-DH1W-E17-POD2-GPU-097,hgx353,10.240.9.98,10.240.2.97,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0014,GOI4X8312A0014,GOI4X8312A0014,GOI4X8312A0014,MDC-DH1W-E18-POD2-GPU-098,hgx354,10.240.9.99,10.240.2.98,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0018,GOI4X8312A0018,GOI4X8312A0018,GOI4X8312A0018,MDC-DH1W-E19-POD2-GPU-099,hgx355,10.240.9.100,10.240.2.99,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0056,GOH4X8312A0056,GOH4X8312A0056,GOH4X8312A0056,MDC-DH1W-E20-POD2-GPU-100,hgx356,10.240.9.101,10.240.2.100,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0108,GOI4X8312A0108,GOI4X8312A0108,GOI4X8312A0108,MDC-DH1W-E21-POD2-GPU-101,hgx357,10.240.9.102,10.240.2.101,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0113,GOI4X8312A0113,GOI4X8312A0113,GOI4X8312A0113,MDC-DH1W-E22-POD2-GPU-102,hgx358,10.240.9.103,10.240.2.102,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0066,GOI4X8312A0066,GOI4X8312A0066,GOI4X8312A0066,MDC-DH1W-E23-POD2-GPU-103,hgx359,10.240.9.104,10.240.2.103,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0105,GOI4X8312A0105,GOI4X8312A0105,GOI4X8312A0105,MDC-DH1W-E24-POD2-GPU-104,hgx360,10.240.9.105,10.240.2.104,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0093,GOI4X8312A0093,GOI4X8312A0093,GOI4X8312A0093,MDC-DH1W-E25-POD2-GPU-105,hgx361,10.240.9.106,10.240.2.105,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0142,GOI4X8312A0142,GOI4X8312A0142,GOI4X8312A0142,MDC-DH1W-E26-POD2-GPU-106,hgx362,10.240.9.107,10.240.2.106,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0115,GOI4X8312A0115,GOI4X8312A0115,GOI4X8312A0115,MDC-DH1W-E27-POD2-GPU-107,hgx363,10.240.9.108,10.240.2.107,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0032,GOI4X8312A0032,GOI4X8312A0032,GOI4X8312A0032,MDC-DH1W-E28-POD2-GPU-108,hgx364,10.240.9.109,10.240.2.108,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0005,GOI4X8312A0005,GOI4X8312A0005,GOI4X8312A0005,MDC-DH1W-E29-POD2-GPU-109,hgx365,10.240.9.110,10.240.2.109,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0165,GOH4X8312A0165,GOH4X8312A0165,GOH4X8312A0165,MDC-DH1W-F07-POD2-GPU-110,hgx366,10.240.9.111,10.240.2.110,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0035,GOI4X8312A0035,GOI4X8312A0035,GOI4X8312A0035,MDC-DH1W-F08-POD2-GPU-111,hgx367,10.240.9.112,10.240.2.111,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0022,GOI4X8312A0022,GOI4X8312A0022,GOI4X8312A0022,MDC-DH1W-F09-POD2-GPU-112,hgx368,10.240.9.113,10.240.2.112,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0143,GOI4X8312A0143,GOI4X8312A0143,GOI4X8312A0143,MDC-DH1W-F10-POD2-GPU-113,hgx369,10.240.9.114,10.240.2.113,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0188,GOH4X8312A0188,GOH4X8312A0188,GOH4X8312A0188,MDC-DH1W-F11-POD2-GPU-114,hgx370,10.240.9.115,10.240.2.114,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0072,GOI4X8312A0072,GOI4X8312A0072,GOI4X8312A0072,MDC-DH1W-F12-POD2-GPU-115,hgx371,10.240.9.116,10.240.2.115,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0068,GOI4X8312A0068,GOI4X8312A0068,GOI4X8312A0068,MDC-DH1W-F13-POD2-GPU-116,hgx372,10.240.9.117,10.240.2.116,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0116,GOH4X8312A0116,GOH4X8312A0116,GOH4X8312A0116,MDC-DH1W-F14-POD2-GPU-117,hgx373,10.240.9.118,10.240.2.117,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0185,GOH4X8312A0185,GOH4X8312A0185,GOH4X8312A0185,MDC-DH1W-F15-POD2-GPU-118,hgx374,10.240.9.119,10.240.2.118,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0098,GOI4X8312A0098,GOI4X8312A0098,GOI4X8312A0098,MDC-DH1W-F16-POD2-GPU-119,hgx375,10.240.9.120,10.240.2.119,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0086,GOI4X8312A0086,GOI4X8312A0086,GOI4X8312A0086,MDC-DH1W-F17-POD2-GPU-120,hgx376,10.240.9.121,10.240.2.120,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0020,GOI4X8312A0020,GOI4X8312A0020,GOI4X8312A0020,MDC-DH1W-F18-POD2-GPU-121,hgx377,10.240.9.122,10.240.2.121,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0160,GOH4X8312A0160,GOH4X8312A0160,GOH4X8312A0160,MDC-DH1W-F19-POD2-GPU-122,hgx378,10.240.9.123,10.240.2.122,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0145,GOI4X8312A0145,GOI4X8312A0145,GOI4X8312A0145,MDC-DH1W-F20-POD2-GPU-123,hgx379,10.240.9.124,10.240.2.123,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0075,GOI4X8312A0075,GOI4X8312A0075,GOI4X8312A0075,MDC-DH1W-F21-POD2-GPU-124,hgx380,10.240.9.125,10.240.2.124,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0171,GOH4X8312A0171,GOH4X8312A0171,GOH4X8312A0171,MDC-DH1W-F22-POD2-GPU-125,hgx381,10.240.9.126,10.240.2.125,一致,,,,,,,,,,,,,,,,,
